len_data,model_name,features_list,f1_score_train,f1_score_test,hyperparameters,datetime,test_size_var,random_state_var
284580,LogisticRegression,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.7618832050701675,0.7684848484848485,"{'C': 26903.536173488137, 'max_iter': 300, 'penalty': 'l1', 'solver': 'saga'}",2024-08-08 18:31:33,0.2,42
284580,RandomForestClassifier,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.769765158951899,0.7595013681970204,"{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",2024-08-08 18:32:53,0.2,42
284580,SVC,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.7526213592233009,0.7481969269363437,{'C': 3},2024-08-09 03:36:46,0.2,42
284580,XGBClassifier,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.7698390677025527,0.7722330638416504,"{'booster': 'gblinear', 'eta': 0.2, 'learning_rate': 0.3, 'n_estimators': 800, 'objective': 'binary:logistic', 'scale_pos_weight': 1.84289}",2024-08-09 08:05:11,0.2,42
284580,AdaBoostClassifier,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.7632772494513534,0.7660818713450293,"{'estimator__max_depth': 4, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 4, 'n_estimators': 8}",2024-08-09 08:06:41,0.2,42
284580,GradientBoostingClassifier,"['country', 'source', 'new_user', 'age', 'total_pages_visited']",0.7785778577857786,0.7618187292984041,"{'max_depth': 8, 'min_samples_leaf': 10, 'min_samples_split': 8, 'n_estimators': 48}",2024-08-09 08:32:48,0.2,42
